MEMSIZE 1024
READ 25 10
READ 12 8
READ 13 12
READ 2 1
WRITE 2 4
READ 24 9
WRITE 6 8
WRITE 36 3
WRITE 18 9
READ 11 1
READ 3 2
WRITE 4 5
READ 47 3
READ 27 7
READ 16 7
READ 10 8
READ 26 5
WRITE 7 8
WRITE 13 11
READ 44 6
READ 4 5
READ 22 1
WRITE 41 7
WRITE 5 8
READ 2 6
READ 8 9
WRITE 11 4
READ 20 2
WRITE 1 9
WRITE 13 7
READ 6 12
READ 22 9
READ 6 9
WRITE 46 9
WRITE 10 4
READ 37 10
WRITE 10 8
WRITE 1 2
READ 4 2
WRITE 20 2
WRITE 4 10
READ 10 12
READ 15 5
WRITE 21 6
WRITE 22 11
WRITE 12 2
READ 6 4
WRITE 20 3
WRITE 10 5
READ 44 6
READ 23 2
WRITE 15 3
WRITE 5 1
READ 10 1
READ 44 9
WRITE 7 7
READ 37 6
READ 14 5
WRITE 10 5
READ 22 5
READ 10 4
WRITE 8 8
WRITE 19 6
READ 36 10
WRITE 18 1
READ 4 5
READ 5 12
WRITE 39 9
READ 38 1
WRITE 28 1
READ 13 12
WRITE 30 9
WRITE 14 7
READ 5 9
READ 5 4
WRITE 1 8
READ 15 1
READ 14 1
READ 23 2
WRITE 25 6
READ 23 11
WRITE 45 9
READ 1 12
READ 24 11
READ 6 8
WRITE 13 11
WRITE 27 2
WRITE 9 11
WRITE 30 9
READ 8 8
READ 6 8
WRITE 25 1
WRITE 2 7
WRITE 25 11
READ 2 10
WRITE 3 12
READ 24 9
WRITE 36 3
READ 39 11
WRITE 18 2
READ 46 3
READ 2 3
WRITE 1 5
READ 12 5
WRITE 4 11
READ 25 1
WRITE 1 8
WRITE 7 4
WRITE 18 7
WRITE 8 12
READ 10 8
WRITE 1 5
WRITE 5 5
WRITE 21 10
READ 24 10
READ 8 8
WRITE 6 8
WRITE 19 3
READ 8 7
WRITE 22 9
WRITE 30 5
WRITE 24 10
WRITE 3 5
READ 9 2
READ 3 8
WRITE 10 12
WRITE 5 3
WRITE 24 1
READ 36 1
WRITE 10 4
READ 14 6
WRITE 5 6
READ 9 12
READ 3 8
READ 44 7
READ 5 9
READ 11 8
WRITE 1 5
READ 37 9
WRITE 12 11
WRITE 32 6
READ 16 10
WRITE 18 10
WRITE 17 7
READ 11 11
WRITE 8 11
WRITE 26 2
WRITE 29 9
READ 12 6
WRITE 9 8
READ 30 6
WRITE 12 5
WRITE 23 1
WRITE 11 4
READ 1 12
WRITE 40 9
WRITE 29 10
READ 18 2
WRITE 12 9
READ 4 4
READ 15 9
READ 1 4
READ 22 1
WRITE 10 4
WRITE 22 5
WRITE 15 5
WRITE 11 8
WRITE 3 8
READ 8 10
READ 9 1
WRITE 22 1
READ 14 7
WRITE 4 9
READ 5 4
READ 5 4
READ 26 1
WRITE 10 5
READ 21 1
READ 38 6
WRITE 11 4
WRITE 10 9
READ 20 5
WRITE 6 8
WRITE 27 11
READ 47 9
READ 7 5
WRITE 5 12
READ 25 7
READ 27 2
WRITE 26 7
READ 2 12
WRITE 18 11
WRITE 13 7
WRITE 21 10
READ 21 10
WRITE 2 12
WRITE 11 2
READ 44 7
WRITE 7 8
READ 39 11
READ 2 12
READ 32 7
READ 3 4
READ 4 8
WRITE 19 7
READ 36 3
WRITE 5 5
WRITE 38 10
WRITE 9 4
READ 14 2
WRITE 3 9
WRITE 12 11
READ 5 2
READ 22 5
WRITE 28 5
WRITE 7 8
READ 37 7
READ 43 6
READ 4 11
READ 36 9
WRITE 11 2
READ 29 3
WRITE 8 10
WRITE 8 1
WRITE 6 8
WRITE 15 10
READ 36 10
WRITE 23 6
READ 33 7
WRITE 38 11
READ 5 4
WRITE 9 6
READ 22 2
WRITE 12 12
WRITE 3 4
READ 38 9
READ 8 12
WRITE 5 3
READ 31 3
READ 46 7
READ 8 7
READ 10 7
WRITE 25 11
WRITE 9 8
READ 1 4
WRITE 4 4
WRITE 36 3
READ 40 9
READ 10 4
WRITE 4 7
WRITE 6 2
WRITE 7 4
READ 35 7
READ 36 9
READ 28 5
WRITE 3 5
WRITE 22 2
WRITE 38 11
READ 34 11
WRITE 11 8
WRITE 23 2
READ 2 4
READ 15 7
READ 36 1
READ 28 1
READ 36 7
WRITE 5 5
READ 6 4
READ 33 11
WRITE 12 8
READ 1 1
READ 20 11
WRITE 36 10
WRITE 18 11
WRITE 24 11
READ 20 5
READ 19 2
READ 6 6
READ 18 2
READ 40 9
READ 11 12
READ 20 3
WRITE 5 2
READ 4 12
READ 45 7
WRITE 37 6
READ 34 10
WRITE 11 4
WRITE 22 3
WRITE 27 11
READ 16 3
WRITE 6 12
WRITE 25 11
WRITE 33 6
WRITE 7 8
READ 15 10
WRITE 10 5
WRITE 7 2
READ 32 6
READ 44 7
WRITE 9 10
WRITE 12 8
WRITE 12 3
READ 18 1
READ 6 8
READ 23 7
WRITE 22 1
WRITE 40 6
READ 9 5
WRITE 30 5
WRITE 4 4
READ 23 9
WRITE 42 7
WRITE 32 11
WRITE 37 10
WRITE 4 4
WRITE 25 10
READ 24 11
READ 5 5
READ 47 3
READ 38 3
READ 18 11
WRITE 28 11
WRITE 25 10
WRITE 40 3
WRITE 3 8
READ 8 5
WRITE 27 1
WRITE 37 6
WRITE 26 2
READ 1 8
READ 11 1
WRITE 10 8
WRITE 11 12
WRITE 20 1
READ 37 7
WRITE 18 11
READ 10 8
READ 13 10
READ 7 4
READ 39 3
READ 41 6
READ 23 5
WRITE 10 1
WRITE 36 6
READ 10 4
READ 3 9
READ 16 2
WRITE 25 10
READ 22 2
WRITE 5 1
READ 15 6
READ 1 12
WRITE 3 12
WRITE 18 6
READ 26 2
READ 3 8
WRITE 31 5
WRITE 12 2
WRITE 1 9
READ 33 6
WRITE 45 7
WRITE 6 8
WRITE 29 3
WRITE 20 9
WRITE 6 10
WRITE 34 11
READ 29 6
WRITE 1 8
WRITE 12 8
READ 10 7
WRITE 12 12
WRITE 47 9
READ 13 12
WRITE 12 9
WRITE 6 1
WRITE 16 7
WRITE 10 6
READ 26 10
READ 13 6
READ 6 6
READ 27 10
WRITE 42 9
WRITE 11 3
READ 15 7
WRITE 19 2
WRITE 1 4
READ 26 10
WRITE 32 11
WRITE 8 8
READ 22 7
READ 5 12
READ 1 3
READ 20 1
WRITE 12 5
READ 32 9
WRITE 7 12
READ 33 10
WRITE 2 4
READ 1 10
READ 22 11
READ 22 2
WRITE 16 10
READ 24 1
WRITE 25 3
READ 7 12
READ 17 10
WRITE 44 3
READ 31 6
READ 3 1
WRITE 39 9
READ 8 10
READ 11 4
WRITE 29 6
WRITE 13 3
READ 8 3
WRITE 32 3
WRITE 39 6
READ 2 7
READ 39 11
WRITE 26 2
READ 12 3
READ 43 9
WRITE 5 7
WRITE 16 11
READ 18 7
WRITE 7 4
READ 4 1
WRITE 2 12
WRITE 1 3
WRITE 2 7
READ 20 5
WRITE 24 10
READ 1 2
WRITE 18 2
READ 23 2
READ 6 2
WRITE 7 4
WRITE 5 4
WRITE 36 3
READ 12 8
READ 6 8
READ 6 12
WRITE 9 1
WRITE 19 11
WRITE 20 6
WRITE 26 6
READ 5 1
WRITE 38 7
READ 41 6
WRITE 42 3
WRITE 5 2
READ 42 9
WRITE 8 6
WRITE 8 4
READ 18 10
WRITE 3 8
WRITE 21 10
WRITE 16 6
READ 38 1
READ 38 7
WRITE 30 5
READ 12 8
READ 5 3
READ 8 2
READ 8 4
READ 25 2
WRITE 5 7
READ 10 4
READ 19 9
READ 34 11
READ 14 6
READ 7 2
WRITE 35 9
READ 27 7
WRITE 16 10
READ 12 2
WRITE 31 11
READ 22 7
READ 28 7
READ 37 7
READ 6 5
READ 27 1
WRITE 8 2
READ 30 5
WRITE 2 3
READ 4 12
READ 6 4
READ 4 7
WRITE 7 4
READ 5 5
READ 23 2
WRITE 18 1
WRITE 5 8
WRITE 29 6
WRITE 13 12
READ 15 7
WRITE 10 7
WRITE 3 8
WRITE 19 9
WRITE 10 8
READ 36 11
READ 27 5
READ 13 1
WRITE 19 5
READ 26 5
WRITE 40 11
WRITE 8 8
WRITE 14 3
WRITE 9 12
READ 8 4
WRITE 23 7
WRITE 1 4
READ 7 8
READ 16 9
WRITE 13 7
WRITE 34 9
WRITE 11 4
READ 40 9
WRITE 9 8
READ 7 12
READ 41 7
READ 3 6
READ 13 5
READ 28 1
WRITE 47 3
WRITE 13 12
READ 13 9
READ 7 10
WRITE 32 11
WRITE 24 11
WRITE 26 6
WRITE 35 9
WRITE 9 11
WRITE 2 9
READ 6 1
READ 11 8
READ 10 2
READ 7 8
WRITE 1 4
READ 32 3
WRITE 8 4
READ 23 9
WRITE 29 5
WRITE 2 9
WRITE 14 11
WRITE 16 2
WRITE 25 5
READ 20 7
WRITE 6 9
WRITE 20 9
WRITE 22 10
WRITE 8 4
READ 2 11
WRITE 17 2
READ 20 7
READ 15 10
WRITE 37 3
READ 23 5
READ 12 8
WRITE 22 6
READ 1 7
WRITE 2 4
READ 38 1
WRITE 25 10
READ 5 4
READ 6 5
WRITE 5 4
READ 6 12
READ 11 3
WRITE 5 11
WRITE 18 11
WRITE 21 10
WRITE 8 12
WRITE 38 10
WRITE 31 5
WRITE 8 7
WRITE 27 5
WRITE 26 6
READ 43 6
WRITE 2 2
WRITE 34 6
WRITE 36 10
READ 24 5
WRITE 20 1
WRITE 14 5
READ 29 10
READ 5 12
WRITE 1 7
READ 33 9
READ 2 12
READ 11 7
WRITE 17 10
READ 9 1
READ 12 3
WRITE 6 8
WRITE 8 4
READ 6 8
WRITE 8 4
WRITE 11 3
READ 7 12
WRITE 2 4
READ 24 6
READ 39 1
WRITE 23 2
READ 25 10
WRITE 10 1
READ 19 7
WRITE 27 1
WRITE 11 8
READ 6 5
READ 31 5
READ 3 12
READ 2 2
WRITE 1 9
READ 13 1
WRITE 42 6
WRITE 32 10
READ 23 7
READ 29 2
READ 40 11
WRITE 19 6
READ 32 1
WRITE 3 4
WRITE 2 11
READ 18 2
WRITE 5 4
READ 44 6
WRITE 28 10
WRITE 10 10
WRITE 12 7
READ 34 11
READ 41 7
WRITE 10 3
WRITE 3 12
READ 8 1
READ 26 5
WRITE 19 10
READ 7 4
WRITE 2 5
WRITE 11 4
WRITE 31 5
WRITE 22 2
READ 15 1
WRITE 24 5
WRITE 17 10
WRITE 6 2
READ 3 12
WRITE 40 9
READ 24 7
READ 23 10
READ 47 9
READ 1 12
WRITE 28 7
WRITE 1 8
READ 6 2
WRITE 17 5
READ 2 7
READ 13 9
READ 26 7
READ 41 9
WRITE 8 9
WRITE 44 9
READ 5 12
WRITE 12 12
READ 38 6
READ 1 4
READ 17 10
WRITE 4 4
WRITE 4 4
READ 3 3
WRITE 8 2
WRITE 3 6
WRITE 36 10
READ 10 12
WRITE 5 4
WRITE 35 11
READ 32 10
READ 12 2
READ 25 6
WRITE 23 9
READ 41 3
READ 25 6
READ 3 12
READ 32 1
WRITE 23 5
WRITE 32 9
WRITE 9 6
WRITE 30 11
READ 8 7
READ 3 1
READ 17 5
READ 10 12
READ 31 11
READ 7 8
READ 43 7
READ 7 4
READ 5 5
WRITE 27 3
WRITE 1 2
WRITE 4 7
WRITE 1 2
READ 28 7
WRITE 5 12
READ 9 8
WRITE 45 3
READ 1 12
READ 14 1
WRITE 24 11
WRITE 4 5
READ 2 5
READ 3 8
WRITE 11 4
WRITE 8 12
WRITE 16 5
READ 23 7
READ 42 9
WRITE 40 3
READ 9 4
READ 18 11
READ 18 2
WRITE 29 5
WRITE 2 6
READ 11 5
READ 2 3
WRITE 24 9
WRITE 47 9
WRITE 20 10
WRITE 27 5
READ 12 11
WRITE 18 7
READ 7 7
WRITE 8 8
READ 6 3
WRITE 9 8
READ 4 8
READ 9 4
READ 3 5
READ 26 7
READ 22 10
READ 20 6
READ 2 9
READ 6 7
WRITE 7 6
READ 31 11
READ 46 7
WRITE 12 1
READ 14 2
WRITE 12 12
READ 8 10
READ 9 9
WRITE 13 5
READ 36 6
WRITE 12 11
READ 28 1
WRITE 27 11
READ 4 5
WRITE 4 10
READ 7 8
WRITE 12 12
WRITE 29 1
READ 6 7
WRITE 1 4
WRITE 36 9
READ 20 7
WRITE 14 3
WRITE 41 7
WRITE 23 6
READ 10 2
READ 29 9
WRITE 10 8
WRITE 46 7
WRITE 1 4
WRITE 12 8
WRITE 11 3
WRITE 9 4
WRITE 23 10
WRITE 11 8
WRITE 24 10
WRITE 29 7
READ 32 7
WRITE 40 7
WRITE 20 10
READ 18 3
WRITE 16 10
READ 34 1
WRITE 22 1
WRITE 3 5
WRITE 1 8
READ 12 2
READ 19 3
READ 11 12
WRITE 5 4
WRITE 7 4
WRITE 2 4
WRITE 35 10
READ 19 9
WRITE 1 4
READ 29 11
READ 46 9
READ 7 1
WRITE 9 11
WRITE 37 1
READ 35 6
READ 1 5
READ 12 3
WRITE 44 9
WRITE 4 2
READ 4 4
READ 11 7
READ 6 7
WRITE 10 8
READ 7 1
WRITE 9 8
WRITE 10 4
WRITE 22 11
READ 6 5
READ 29 2
WRITE 11 5
READ 29 10
READ 38 3
READ 11 4
READ 13 6
WRITE 7 6
READ 6 6
WRITE 3 10
READ 24 10
WRITE 19 9
WRITE 46 7
READ 6 5
WRITE 11 4
WRITE 6 2
WRITE 1 1
READ 29 10
READ 20 1
WRITE 6 10
READ 21 3
READ 35 6
WRITE 1 4
READ 4 12
READ 13 11
WRITE 33 10
READ 6 4
WRITE 3 5
WRITE 11 3
WRITE 9 5
READ 8 2
READ 16 11
READ 1 6
READ 30 7
WRITE 38 11
READ 24 11
READ 19 7
READ 7 11
WRITE 30 5
READ 40 6
WRITE 11 12
READ 9 10
READ 21 7
READ 10 6
READ 31 5
READ 25 5
READ 17 10
WRITE 12 2
READ 6 8
READ 24 10
READ 35 3
READ 10 12
READ 37 7
WRITE 6 12
WRITE 29 10
WRITE 35 3
WRITE 42 7
WRITE 1 2
WRITE 7 12
WRITE 25 6
WRITE 12 11
READ 40 9
READ 28 6
READ 42 7
READ 5 12
WRITE 28 11
WRITE 1 8
WRITE 3 4
READ 9 4
READ 6 4
WRITE 34 9
WRITE 29 11
WRITE 10 12
WRITE 6 12
WRITE 22 7
READ 2 4
READ 4 5
WRITE 3 11
READ 39 1
READ 46 7
READ 9 8
READ 2 12
WRITE 44 7
WRITE 17 9
READ 4 4
READ 43 3
READ 8 5
READ 26 6
WRITE 1 10
READ 5 4
WRITE 6 4
WRITE 1 7
WRITE 36 11
WRITE 1 4
WRITE 43 3
READ 4 2
WRITE 8 3
READ 34 10
READ 14 5
WRITE 26 1
WRITE 17 10
WRITE 31 9
WRITE 29 7
WRITE 14 1
WRITE 3 4
READ 9 9
READ 10 4
READ 14 10
WRITE 23 1
WRITE 1 8
READ 7 2
READ 3 5
WRITE 24 11
WRITE 8 5
WRITE 1 7
WRITE 26 10
WRITE 40 9
READ 29 1
READ 24 2
WRITE 20 11
READ 7 8
READ 24 7
WRITE 27 7
READ 4 4
WRITE 8 11
WRITE 7 8
READ 26 1
WRITE 36 10
WRITE 45 7
READ 6 2
READ 2 12
READ 21 11
WRITE 14 3
WRITE 11 4
READ 14 3
READ 15 1
READ 35 1
WRITE 44 9
WRITE 20 2
READ 5 4
READ 1 4
WRITE 47 9
WRITE 30 9
WRITE 23 10
WRITE 9 6
READ 41 3
WRITE 24 5
WRITE 33 3
WRITE 27 11
WRITE 15 5
WRITE 40 3
READ 20 11
WRITE 28 5
READ 9 2
WRITE 8 8
WRITE 36 6
WRITE 4 9
READ 1 4
WRITE 2 6
READ 10 5
WRITE 3 11
WRITE 38 7
READ 18 5
WRITE 20 5
WRITE 14 11
WRITE 18 5
READ 4 12
READ 3 1
READ 5 12
READ 30 6
WRITE 9 4
READ 26 3
WRITE 31 3
WRITE 8 10
WRITE 20 6
READ 24 2
READ 6 4
WRITE 12 2
WRITE 1 7
WRITE 11 12
WRITE 3 2
READ 18 7
WRITE 8 8
WRITE 31 7
WRITE 5 1
WRITE 20 10
WRITE 26 10
READ 5 12
WRITE 15 1
READ 3 8
READ 5 5
READ 36 7
READ 39 9
WRITE 2 12
READ 2 4
WRITE 16 10
READ 7 12
WRITE 25 2
WRITE 12 8
WRITE 42 7
WRITE 6 8
WRITE 40 3
WRITE 48 3
READ 28 11
READ 28 5
WRITE 5 8
WRITE 15 3
READ 38 10
READ 4 10
READ 9 8
WRITE 30 3
WRITE 46 9
READ 34 11
READ 17 7
READ 27 3
WRITE 3 4
WRITE 12 12
READ 3 4
WRITE 13 11
READ 11 4
READ 25 11
READ 1 8
READ 11 7
WRITE 36 7
READ 33 11
WRITE 10 8
WRITE 4 3
WRITE 32 1
WRITE 24 5
WRITE 15 3
WRITE 6 10
READ 4 10
WRITE 40 6
WRITE 40 9
WRITE 37 10
WRITE 25 11
READ 11 8
READ 32 7
READ 28 9
WRITE 26 9
READ 11 12
READ 4 4
WRITE 16 9
READ 11 12
READ 12 12
READ 3 4
READ 37 10
READ 38 9
WRITE 5 8
READ 8 11
READ 18 10
WRITE 2 2
READ 16 7
READ 32 11
WRITE 15 6
READ 14 10
READ 2 8
READ 12 2
WRITE 15 2
READ 10 5
WRITE 37 1
WRITE 33 6
READ 10 8
READ 29 10
READ 21 2
WRITE 19 10
READ 36 10
READ 37 10
READ 8 12
WRITE 6 7
READ 1 12
WRITE 1 1
WRITE 25 6
WRITE 10 12
READ 42 7
WRITE 19 2
WRITE 3 12
WRITE 8 12
READ 13 12
READ 34 11
READ 16 10
READ 24 1
READ 48 3
WRITE 36 11
READ 19 6
WRITE 7 4
WRITE 24 6
READ 11 12
WRITE 3 4
READ 6 2
WRITE 4 11
READ 14 5
WRITE 10 10
READ 8 12
READ 37 1
WRITE 34 10
WRITE 27 11
READ 5 12
READ 3 8
READ 31 5
WRITE 21 2
READ 22 3
WRITE 30 1
READ 1 5
WRITE 14 11
WRITE 36 6
WRITE 12 6
WRITE 24 3
WRITE 36 11
WRITE 28 5
READ 24 3
WRITE 20 5
WRITE 38 10
WRITE 2 5
WRITE 20 10
WRITE 35 1
WRITE 3 10
WRITE 15 7
READ 45 3
WRITE 6 9
WRITE 28 3
READ 11 1
WRITE 37 11
READ 1 5
READ 7 12
READ 40 11
READ 9 9
READ 5 4
READ 23 11
READ 8 4
WRITE 21 11
READ 24 11
READ 29 3
READ 9 3
READ 21 5
READ 1 6
READ 2 11
WRITE 8 11
READ 12 11
WRITE 1 4
WRITE 48 3
READ 20 5
WRITE 2 10
WRITE 6 8
READ 7 8
READ 8 4
READ 25 10
WRITE 6 2
WRITE 39 3
READ 5 2
WRITE 10 4
WRITE 9 12
WRITE 13 2
WRITE 11 6
READ 10 1
READ 10 8
WRITE 2 4
WRITE 24 6
WRITE 3 5
WRITE 9 7
WRITE 2 6
READ 8 12
WRITE 27 5
READ 29 5
READ 16 2
READ 15 7
READ 25 2
READ 3 11
WRITE 24 7
WRITE 10 12
WRITE 1 7
READ 2 4
WRITE 17 10
WRITE 2 12
WRITE 17 2
READ 23 6
READ 23 2
WRITE 3 12
READ 4 12
WRITE 4 8
WRITE 6 11
READ 32 7
READ 1 2
READ 27 5
WRITE 41 3
WRITE 3 12
WRITE 32 9
READ 28 3
READ 34 1
WRITE 37 10
WRITE 27 10
READ 39 1
WRITE 19 3
WRITE 32 3
READ 30 1
READ 28 1
WRITE 24 5
READ 11 12
WRITE 3 8
WRITE 23 7
READ 27 11
READ 30 5
WRITE 33 9
WRITE 27 9
WRITE 36 7
WRITE 26 7
READ 18 1
READ 1 4
READ 4 1
READ 4 10
READ 3 4
READ 2 8
WRITE 19 10
READ 29 10
READ 11 9
WRITE 5 2
WRITE 35 6
WRITE 24 2
READ 23 11
WRITE 6 5
READ 12 8
WRITE 32 6
WRITE 15 11
WRITE 21 5
READ 10 10
READ 15 2
WRITE 47 3
READ 3 12
READ 5 4
WRITE 29 11
READ 6 2
READ 4 4
WRITE 7 8
WRITE 34 1
READ 17 10
READ 33 11
READ 33 6
WRITE 4 12
WRITE 17 9
READ 47 9
WRITE 21 5
WRITE 13 2
WRITE 9 8
READ 25 7
READ 8 6
WRITE 12 12
READ 16 10
READ 29 11
READ 39 6
READ 27 7
READ 20 6
WRITE 14 5
READ 9 3
WRITE 24 9
WRITE 45 3
READ 44 9
READ 2 12
READ 24 1
READ 35 9
READ 12 12
WRITE 40 6
WRITE 11 12
READ 4 6
READ 43 6
READ 10 9
READ 42 7
WRITE 28 1
WRITE 15 5
WRITE 2 3
READ 29 2
WRITE 39 3
READ 13 10
WRITE 29 11
WRITE 2 5
WRITE 3 8
WRITE 21 11
READ 12 8
READ 1 4
WRITE 12 8
WRITE 6 3
READ 15 6
READ 22 11
READ 35 9
WRITE 22 3
WRITE 36 1
WRITE 11 10
READ 20 10
READ 21 2
WRITE 21 5
WRITE 20 11
WRITE 24 1
READ 30 5
READ 2 8
READ 40 6
WRITE 35 3
WRITE 27 9
WRITE 3 11
READ 6 12
WRITE 16 3
WRITE 31 5
WRITE 14 7
WRITE 12 10
WRITE 6 8
READ 8 3
READ 25 1
WRITE 7 9
WRITE 1 8
WRITE 1 5
WRITE 33 6
WRITE 40 9
READ 26 2
READ 25 2
READ 42 9
WRITE 14 11
WRITE 27 7
WRITE 3 3
WRITE 2 8
READ 24 2
WRITE 8 4
READ 29 5
WRITE 31 10
WRITE 4 12
READ 3 2
READ 35 1
WRITE 6 6
WRITE 6 2
WRITE 9 4
WRITE 10 10
READ 2 12
READ 44 7
WRITE 31 1
READ 8 4
READ 15 3
READ 13 6
WRITE 6 3
WRITE 12 11
WRITE 10 12
READ 9 12
WRITE 10 12
WRITE 22 7
WRITE 20 7
WRITE 26 11
WRITE 36 10
READ 41 9
READ 6 8
WRITE 33 7
READ 24 6
WRITE 11 12
WRITE 26 9
WRITE 23 5
WRITE 2 2
READ 20 5
WRITE 19 1
READ 19 9
READ 7 5
WRITE 25 7
READ 5 8
WRITE 8 11
WRITE 13 12
READ 1 8
READ 25 5
WRITE 2 4
WRITE 8 9
READ 6 8
READ 7 11
READ 1 10
READ 31 10
WRITE 22 1
WRITE 32 11
WRITE 4 5
READ 9 4
READ 4 3
READ 22 9
WRITE 6 10
WRITE 8 8
READ 15 11
READ 5 5
READ 13 6
READ 23 5
READ 3 1
WRITE 8 5
READ 31 5
WRITE 42 6
READ 14 10
WRITE 34 11
READ 33 3
WRITE 39 7
READ 32 10
READ 7 12
READ 6 12
WRITE 30 1
READ 4 4
WRITE 11 4
WRITE 5 8
WRITE 4 5
WRITE 33 3
READ 37 1
WRITE 17 11
READ 33 7
READ 19 2
READ 10 4
WRITE 33 7
READ 26 6
WRITE 40 9
WRITE 35 3
WRITE 13 12
READ 19 1
WRITE 8 2
WRITE 4 8
WRITE 20 3
READ 33 3
READ 13 12
READ 19 2
READ 7 4
WRITE 4 4
READ 22 1
WRITE 11 4
READ 1 8
READ 15 10
WRITE 23 2
WRITE 1 7
READ 36 10
WRITE 8 8
READ 11 2
READ 6 2
READ 10 5
READ 5 8
WRITE 20 5
READ 32 10
WRITE 3 1
READ 42 7
READ 34 3
READ 11 8
READ 10 12
READ 24 9
READ 13 9
READ 14 6
WRITE 33 9
READ 5 7
READ 8 4
READ 27 2
READ 11 5
READ 5 12
WRITE 22 5
READ 1 12
WRITE 3 9
READ 2 12
READ 6 12
READ 16 2
READ 22 9
WRITE 28 5
WRITE 46 3
WRITE 33 1
WRITE 15 10
WRITE 3 5
WRITE 15 9
WRITE 47 3
WRITE 4 12
READ 26 11
WRITE 44 6
READ 23 1
READ 29 6
WRITE 28 5
WRITE 11 4
WRITE 10 5
READ 11 12
WRITE 3 12
READ 5 10
WRITE 7 11
WRITE 9 4
WRITE 9 2
READ 10 8
READ 24 11
READ 39 11
WRITE 18 6
READ 8 8
WRITE 24 6
WRITE 2 4
READ 3 4
WRITE 16 9
READ 32 7
READ 29 10
READ 10 4
READ 36 11
WRITE 24 2
READ 31 1
READ 34 11
WRITE 2 2
READ 20 5
WRITE 28 9
READ 8 10
READ 21 2
READ 6 8
READ 13 12
READ 37 7
WRITE 8 9
READ 8 8
READ 24 3
READ 42 6
WRITE 10 4
READ 3 11
READ 14 6
READ 38 7
WRITE 11 2
WRITE 8 4
WRITE 10 5
READ 1 6
WRITE 26 1
READ 17 6
READ 7 12
READ 12 10
WRITE 17 7
READ 2 12
READ 2 3
WRITE 37 10
READ 32 6
READ 17 10
WRITE 3 5
READ 12 8
READ 38 10
READ 22 3
READ 21 5
READ 5 9
READ 4 8
WRITE 39 1
READ 11 8
READ 18 5
WRITE 38 10
READ 31 11
READ 23 7
WRITE 21 6
WRITE 11 4
READ 14 2
READ 13 11
READ 14 11
READ 11 7
WRITE 2 12
WRITE 3 8
WRITE 36 11
READ 18 6
READ 37 7
WRITE 18 5
READ 48 3
WRITE 25 1
READ 11 4
WRITE 13 12
READ 39 11
READ 3 3
WRITE 22 9
WRITE 1 3
READ 36 3
READ 8 12
WRITE 26 6
WRITE 3 6
READ 41 9
READ 12 11
READ 30 7
WRITE 7 8
WRITE 7 2
READ 29 10
WRITE 13 7
READ 26 2
READ 39 3
READ 27 11
READ 25 3
WRITE 37 10
READ 5 11
WRITE 5 9
READ 9 3
READ 10 12
READ 11 1
READ 33 10
READ 3 9
WRITE 2 4
WRITE 21 6
READ 25 7
WRITE 26 1
READ 23 11
WRITE 41 6
READ 43 6
WRITE 7 2
WRITE 12 8
READ 36 7
WRITE 12 12
WRITE 29 1
WRITE 3 9
READ 8 5
WRITE 10 4
READ 6 2
READ 37 1
WRITE 10 10
READ 5 2
READ 3 12
READ 42 6
WRITE 19 2
WRITE 6 4
READ 3 8
WRITE 6 12
WRITE 12 11
WRITE 2 5
WRITE 13 9
WRITE 14 11
WRITE 2 1
WRITE 1 11
READ 13 7
READ 29 2
WRITE 39 11
WRITE 1 8
WRITE 9 4
READ 1 11
READ 17 2
WRITE 2 12
WRITE 6 1
WRITE 1 8
WRITE 19 6
WRITE 27 5
WRITE 15 1
WRITE 7 8
WRITE 24 2
WRITE 1 8
READ 7 12
WRITE 14 2
WRITE 23 5
READ 21 10
READ 2 6
READ 1 8
WRITE 11 11
WRITE 4 8
WRITE 22 7
READ 11 8
READ 8 8
WRITE 23 3
WRITE 14 2
WRITE 36 6
READ 12 8
READ 10 9
WRITE 14 1
READ 27 5
READ 35 1
WRITE 5 7
READ 6 4
READ 29 1
READ 4 5
READ 8 9
WRITE 15 6
READ 25 5
READ 22 7
WRITE 2 9
READ 7 4
WRITE 16 6
WRITE 24 11
WRITE 4 12
WRITE 11 3
WRITE 8 4
READ 1 4
READ 12 11
WRITE 38 6
WRITE 9 5
WRITE 2 4
READ 10 2
WRITE 18 5
WRITE 37 1
READ 1 8
READ 1 8
WRITE 8 4
WRITE 5 8
WRITE 2 6
WRITE 21 1
WRITE 27 6
WRITE 6 8
WRITE 11 2
WRITE 5 5
WRITE 25 9
WRITE 16 6
READ 9 2
WRITE 34 11
WRITE 26 2
WRITE 32 6
READ 3 4
READ 36 10
READ 5 6
WRITE 11 6
READ 34 6
READ 16 5
WRITE 35 1
READ 3 5
READ 12 12
READ 34 9
WRITE 28 2
WRITE 30 10
READ 6 4
WRITE 3 4
READ 6 5
READ 3 4
WRITE 9 8
WRITE 36 7
READ 2 8
WRITE 9 6
READ 32 11
WRITE 2 1
READ 20 5
READ 20 1
READ 33 6
WRITE 31 3
WRITE 6 4
READ 24 2
READ 29 3
WRITE 3 12
READ 7 1
READ 2 1
READ 2 10
READ 17 1
WRITE 37 11
READ 29 2
WRITE 6 7
READ 25 9
READ 8 4
READ 34 11
WRITE 43 9
WRITE 5 4
READ 37 11
WRITE 36 7
READ 5 8
WRITE 28 11
WRITE 16 11
WRITE 26 11
WRITE 38 10
WRITE 22 7
READ 26 3
READ 26 2
READ 28 9
